Customer ID,Customer Segment,Region,Current Price,Proposed Price,Competitor Price,Unit Cost,Willingness to Pay,Expected Demand,Number of Customers,Conversion Rate,Churn Rate,Discount %,Revenue,Gross Profit,Gross Margin %,CAC,LTV,LTV:CAC Ratio,Price Sensitivity Score,Pricing Scenario,Recommended Price,Final Decision
CUST0115,Enterprise,Europe,4999,999,5230.0,502.0,6387.0,68,21,0.3123521215190532,0.02055432907616115,0.0,20979.0,10437.0,0.4974974974974975,5200.0,23682.821105249262,4.554388674086397,21.4,Moderate Increase,4999,Test
CUST0116,Small Businesses,Europe,1499,1999,1010.0,186.0,2184.0,77,12,0.15062710430374782,0.03461115961293992,0.15,20389.8,18157.8,0.8905335020451403,1166.0440293529018,42205.40831823345,36.195381354214746,48.3,High Premium,1499,Test
CUST0117,Enterprise,North America,4999,699,4180.0,722.0,5893.0,89,25,0.27930639296006626,0.016941263986241812,0.15,14853.75,-3196.25,-0.2151813515105613,5200.0,-7418.812403928561,-1.4266946930631847,19.1,Value Entry,4999,Test
CUST0118,Mid-Market,Europe,2499,499,2300.0,365.0,3477.0,85,22,0.25357268844655906,0.02395749824491167,0.15,9331.3,1301.2999999999993,0.1394553813509371,2300.0,2409.8056228001738,1.0477415751305104,31.2,Penetration,1999,Test
CUST0119,Mid-Market,Southeast Asia,2499,1999,2150.0,225.0,3474.0,75,18,0.24240678294931856,0.022938608020620345,0.15,30584.699999999997,26534.699999999997,0.8675808492481535,2300.0,62790.865500279404,27.300376304469307,34.1,High Premium,1999,Recommend
CUST0120,Enterprise,North America,4999,499,5260.0,598.0,5657.0,102,30,0.29277049463301974,0.013761814242744037,0.15,12724.5,-5215.5,-0.40987858069079336,5200.0,-12458.932054274783,-2.39594847197592,20.3,Penetration,4999,Test
CUST0121,Students,India,499,1499,530.0,61.0,552.0,25,1,0.025,0.1422935913954475,0.15,1274.1499999999999,1213.1499999999999,0.9521249460424597,381.002004008016,7312.53262634218,19.19289806724568,89.5,Premium,999,Test
CUST0122,Mid-Market,Southeast Asia,2499,499,1980.0,267.0,2708.0,51,15,0.28471782691607916,0.02878582547316015,0.1,6736.5,2731.5,0.40547762191048764,2300.0,6143.93015570249,2.6712739807402133,31.4,Penetration,1999,Test
CUST0123,Individual Professionals,Europe,999,899,1050.0,156.0,1235.0,99,17,0.17415231067234793,0.04865713970845372,0.1,13754.7,11102.7,0.8071931776047461,520.0,12769.390592609372,24.556520370402637,72.9,Value Entry,999,Recommend
CUST0124,Mid-Market,Middle East,2499,1999,2990.0,206.0,3318.0,66,14,0.21011305636862745,0.02497305637609086,0.15,23788.1,20904.1,0.8787629108671983,2300.0,58297.28884390289,25.346647323436038,30.7,High Premium,1999,Recommend
CUST0125,Students,Europe,499,499,520.0,89.0,636.0,103,11,0.11033604891733544,0.06848162805609469,0.0,5489.0,4510.0,0.8216432865731463,280.0,5577.007196501822,19.917882844649366,100.0,Penetration,999,Test
CUST0126,Small Businesses,Southeast Asia,1499,1499,1640.0,203.0,2135.0,100,20,0.2000895357279369,0.038930763935782056,0.0,29980.0,25920.0,0.8645763842561708,1100.0,31993.86819107395,29.085334719158137,50.2,Premium,1499,Recommend
CUST0127,Students,India,499,699,620.0,49.0,729.0,98,10,0.10470764200983071,0.08015364305806542,0.05,6640.5,6150.5,0.9262103757247195,300.2004008016032,7058.337965091512,23.512087079977732,100.0,Value Entry,999,Recommend
CUST0128,Enterprise,Southeast Asia,4999,699,3560.0,423.0,6904.0,94,26,0.27592724956192083,0.011978468270586708,0.05,17265.3,6267.299999999999,0.36299977411339507,5200.0,19882.55800686859,3.8235688474747285,19.9,Value Entry,4999,Test
CUST0129,Students,North America,499,699,470.0,54.0,540.0,50,5,0.09359840070220908,0.09207364561458448,0.15,2970.75,2700.75,0.9091138601363292,300.2004008016032,5326.34954386557,17.74264634438531,98.0,Value Entry,999,Recommend
CUST0130,Small Businesses,Southeast Asia,1499,1199,1190.0,191.0,2012.0,83,17,0.2068023783099009,0.03780123951763597,0.0,20383.0,17136.0,0.8407005838198499,1100.0,25657.79225609052,23.325265687355017,50.1,Moderate Increase,1499,Recommend
CUST0131,Individual Professionals,Middle East,999,499,940.0,130.0,1268.0,149,28,0.18507218967270092,0.04859130806560164,0.0,13972.0,10332.0,0.7394789579158316,520.0,7224.95074324454,13.894136044701039,74.8,Penetration,999,Test
CUST0132,Enterprise,Europe,4999,999,5260.0,437.0,6473.0,77,23,0.3028796324662512,0.022249794231987714,0.05,21828.149999999998,11777.149999999998,0.5395395395395395,5200.0,22501.645976740514,4.327239610911637,18.6,Moderate Increase,4999,Test
CUST0133,Individual Professionals,India,999,1499,1110.0,160.0,1166.0,81,8,0.09692234485856681,0.05362053056924998,0.1,10792.800000000001,9512.800000000001,0.8814024164257653,566.8468468468468,20987.107273150687,37.02429922631479,73.9,Premium,999,Test
CUST0134,Enterprise,India,4999,1999,5840.0,446.0,6442.0,94,26,0.28042831463118134,0.009658622565159595,0.0,51974.0,40378.0,0.776888444222111,5200.0,159235.97270527505,30.622302443322127,19.5,High Premium,4999,Test
CUST0135,Mid-Market,Middle East,2499,499,2670.0,401.0,3434.0,120,34,0.28240296614467325,0.02018502276585423,0.1,15269.400000000001,1635.4000000000015,0.10710309507904707,2300.0,2334.8549541736397,1.0151543279015824,29.5,Penetration,1999,Test
CUST0136,Mid-Market,Europe,2499,499,2750.0,322.0,3365.0,103,28,0.26920556637924936,0.01689300569671876,0.15,11876.199999999999,2860.199999999999,0.24083461039726506,2300.0,5944.731285302663,2.584665776218549,34.4,Penetration,1999,Test
CUST0137,Mid-Market,Southeast Asia,2499,999,2200.0,431.0,3604.0,95,26,0.2694844980478634,0.020138199270383784,0.05,24675.3,13469.3,0.545861651124809,2300.0,25206.692964574275,10.959431723727945,33.2,Moderate Increase,1999,Test
CUST0138,Small Businesses,North America,1499,1999,1700.0,244.0,1922.0,71,11,0.15975800251117464,0.036956360413513585,0.15,18690.649999999998,16006.649999999998,0.8563987876291087,1166.0440293529018,37919.668940988166,32.51992891043038,47.7,High Premium,1499,Test
CUST0139,Enterprise,Middle East,4999,899,5240.0,570.0,6127.0,93,26,0.2789264273213608,0.016650281586576488,0.05,22205.3,7385.299999999999,0.3325917686318131,5200.0,16775.721543383508,3.2261002968045207,21.1,Value Entry,4999,Test
CUST0140,Students,Middle East,499,999,380.0,79.0,730.0,63,3,0.05441125631346788,0.09579842044276772,0.05,2847.1499999999996,2610.1499999999996,0.9167588641272851,330.501002004008,8212.041291054102,24.847250813946136,98.8,Moderate Increase,999,Recommend
CUST0141,Enterprise,North America,4999,1499,5150.0,869.0,7331.0,76,22,0.2934979608921215,0.0129605696900001,0.15,28031.299999999996,8913.299999999996,0.31797669034258125,5200.0,30855.049951904795,5.933663452289384,19.5,Premium,4999,Test
CUST0142,Mid-Market,Middle East,2499,699,1740.0,357.0,3029.0,131,36,0.2772066570371997,0.019908559891386925,0.15,21389.399999999998,8537.399999999998,0.3991416309012875,2300.0,11674.81155290964,5.076005023004191,30.5,Value Entry,1999,Test
CUST0143,Small Businesses,Middle East,1499,899,1450.0,173.0,1836.0,81,16,0.20321777959157167,0.027265286795569763,0.1,12945.6,10177.6,0.7861821777283401,1100.0,22693.931507438887,20.63084682494444,48.4,Value Entry,1499,Test
CUST0144,Enterprise,Southeast Asia,4999,499,4310.0,740.0,7268.0,89,25,0.28392954285549515,0.017699277968666414,0.05,11851.249999999998,-6648.750000000002,-0.5610167703828712,5200.0,-14760.086681881583,-2.8384782080541506,20.7,Penetration,4999,Test
CUST0145,Mid-Market,North America,2499,1999,2180.0,448.0,3347.0,129,32,0.24502589411005815,0.015720158649370625,0.05,60769.6,46433.6,0.7640925726020905,2300.0,90853.99808283818,39.50173829688617,33.0,High Premium,1999,Recommend
CUST0146,Mid-Market,Europe,2499,1999,2570.0,244.0,2961.0,78,17,0.2186702298316105,0.026756066124430204,0.0,33983.0,29835.0,0.8779389694847424,2300.0,63837.602135093366,27.75547918917103,29.9,High Premium,1999,Recommend
CUST0147,Individual Professionals,Europe,999,1499,1200.0,149.0,1164.0,61,7,0.11392922122295673,0.05790527389316885,0.05,9968.35,8925.35,0.8953688423861522,566.8468468468468,20744.53326546175,36.59636351662833,67.8,Premium,999,Test
CUST0148,Enterprise,Middle East,4999,999,4640.0,668.0,7707.0,78,24,0.3045758718949852,0.013449193760256063,0.1,21578.4,5546.4000000000015,0.2570348125903682,5200.0,16952.086153725253,3.260016568024087,19.8,Moderate Increase,4999,Test
CUST0149,Enterprise,Middle East,4999,899,5280.0,727.0,6761.0,92,25,0.2726293208953514,0.008005812060169894,0.15,19103.75,928.75,0.0486161094026042,5200.0,4603.228729951302,0.8852362942214042,19.3,Value Entry,4999,Test
CUST0150,Small Businesses,Southeast Asia,1499,499,1280.0,159.0,1892.0,94,25,0.2614840487423488,0.0358951518065556,0.05,11851.249999999998,7876.249999999998,0.6645923425798966,1100.0,8461.901319160093,7.692637562872812,46.6,Penetration,1499,Test
